seed,lambda,mu,rho,policy_name,preemptive,last_index,last_arrival,last_completion,totdelay,totservice,totwait,interarr,wait,delay,service,innode,inq,util,maxqlen
100,2.000000,1.200000,0.600000,SJF,1,1000000,2001055.625000,2001056.750000,906227.937500,1200827.125000,2107055.000000,2.001056,2.107055,0.906228,1.200827,1.052971,0.452875,0.600096,14
100,2.000000,1.200000,0.600000,SRTF,1,1000000,2001055.625000,2001056.750000,727134.125000,1200827.125000,1927961.250000,2.001056,1.927961,0.727134,1.200827,0.963472,0.363375,0.600096,12
100,2.000000,1.200000,0.600000,PS,0,1000000,2001055.625000,2001056.750000,1810926.000000,1200827.125000,3011753.250000,2.001056,3.011753,1.810926,1.200827,1.505081,0.904985,0.600096,22
100,2.000000,1.200000,0.600000,PS,1,1000000,2001055.625000,2001056.750000,1809483.625000,1200827.125000,3010310.750000,2.001056,3.010311,1.809484,1.200827,1.504361,0.904264,0.600096,27
1000,2.000000,1.200000,0.600000,FCFS,0,1000000,2001842.250000,2001842.750000,1793847.375000,1201297.875000,2995145.250000,2.001842,2.995145,1.793847,1.201298,1.496194,0.896098,0.600096,17
1000,2.000000,1.200000,0.600000,FCFS,1,1000000,2001842.250000,2001842.750000,1793814.875000,1201297.875000,2995112.750000,2.001842,2.995113,1.793815,1.201298,1.496178,0.896082,0.600096,21
1000,2.000000,1.200000,0.600000,LCFS,0,1000000,2001842.250000,2001842.750000,1794124.250000,1201297.875000,2995422.250000,2.001842,2.995422,1.794124,1.201298,1.496332,0.896236,0.600096,17
1000,2.000000,1.200000,0.600000,LCFS,1,1000000,2001842.250000,2001842.750000,1791450.250000,1201297.875000,2992748.250000,2.001842,2.992748,1.791450,1.201298,1.494997,0.894901,0.600096,23
1000,2.000000,1.200000,0.600000,SJF,0,1000000,2001842.250000,2001842.750000,1457610.875000,1201297.875000,2658909.000000,2.001842,2.658909,1.457611,1.201298,1.328231,0.728135,0.600096,17
1000,2.000000,1.200000,0.600000,SJF,1,1000000,2001842.250000,2001842.750000,900515.937500,1201297.875000,2101814.000000,2.001842,2.101814,0.900516,1.201298,1.049940,0.449843,0.600096,12
1000,2.000000,1.200000,0.600000,SRTF,1,1000000,2001842.250000,2001842.750000,722930.812500,1201297.875000,1924228.750000,2.001842,1.924229,0.722931,1.201298,0.961229,0.361133,0.600096,10
1000,2.000000,1.200000,0.600000,PS,0,1000000,2001842.250000,2001842.750000,1795306.875000,1201297.875000,2996604.750000,2.001842,2.996605,1.795307,1.201298,1.496923,0.896827,0.600096,17
1000,2.000000,1.200000,0.600000,PS,1,1000000,2001842.250000,2001842.750000,1788726.750000,1201297.875000,2990024.750000,2.001842,2.990025,1.788727,1.201298,1.493636,0.893540,0.600096,22
10000,2.000000,1.200000,0.600000,FCFS,0,1000000,2003977.125000,2003978.000000,1792882.750000,1200535.375000,2993418.000000,2.003977,2.993418,1.792883,1.200535,1.493738,0.894662,0.599076,18
10000,2.000000,1.200000,0.600000,FCFS,1,1000000,2003977.125000,2003978.000000,1792880.125000,1200535.375000,2993415.500000,2.003977,2.993416,1.792880,1.200535,1.493737,0.894661,0.599076,22
10000,2.000000,1.200000,0.600000,LCFS,0,1000000,2003977.125000,2003978.000000,1791062.500000,1200535.375000,2991598.000000,2.003977,2.991598,1.791062,1.200535,1.492830,0.893754,0.599076,18
10000,2.000000,1.200000,0.600000,LCFS,1,1000000,2003977.125000,2003978.000000,1792407.625000,1200535.375000,2992943.000000,2.003977,2.992943,1.792408,1.200535,1.493501,0.894425,0.599076,21
10000,2.000000,1.200000,0.600000,SJF,0,1000000,2003977.125000,2003978.000000,1456370.250000,1200535.375000,2656905.750000,2.003977,2.656906,1.456370,1.200535,1.325816,0.726740,0.599076,18
10000,2.000000,1.200000,0.600000,SJF,1,1000000,2003977.125000,2003978.000000,900133.750000,1200535.375000,2100669.250000,2.003977,2.100669,0.900134,1.200535,1.048250,0.449173,0.599076,12
10000,2.000000,1.200000,0.600000,SRTF,1,1000000,2003977.125000,2003978.000000,722149.812500,1200535.375000,1922685.125000,2.003977,1.922685,0.722150,1.200535,0.959434,0.360358,0.599076,11
10000,2.000000,1.200000,0.600000,PS,0,1000000,2003977.125000,2003978.000000,1791961.250000,1200535.375000,2992496.750000,2.003977,2.992497,1.791961,1.200535,1.493278,0.894202,0.599076,18
10000,2.000000,1.200000,0.600000,PS,1,1000000,2003977.125000,2003978.000000,1791463.375000,1200535.375000,2991999.000000,2.003977,2.991999,1.791463,1.200535,1.493030,0.893954,0.599076,21
100000,2.000000,1.200000,0.600000,FCFS,0,1000000,2000592.250000,2000597.375000,1792365.625000,1200482.875000,2992848.500000,2.000592,2.992848,1.792366,1.200483,1.495977,0.895915,0.600062,20
100000,2.000000,1.200000,0.600000,FCFS,1,1000000,2000592.250000,2000597.375000,1792440.750000,1200482.875000,2992923.500000,2.000592,2.992923,1.792441,1.200483,1.496015,0.895953,0.600062,25
100000,2.000000,1.200000,0.600000,LCFS,0,1000000,2000592.250000,2000597.375000,1789295.000000,1200482.875000,2989777.750000,2.000592,2.989778,1.789295,1.200483,1.494442,0.894380,0.600062,20
100000,2.000000,1.200000,0.600000,LCFS,1,1000000,2000592.250000,2000597.375000,1797828.250000,1200482.875000,2998311.000000,2.000592,2.998311,1.797828,1.200483,1.498708,0.898646,0.600062,24
100000,2.000000,1.200000,0.600000,SJF,0,1000000,2000592.250000,2000597.375000,1455022.375000,1200482.875000,2655505.250000,2.000592,2.655505,1.455022,1.200483,1.327356,0.727294,0.600062,20
100000,2.000000,1.200000,0.600000,SJF,1,1000000,2000592.250000,2000597.375000,903333.437500,1200482.875000,2103816.250000,2.000592,2.103816,0.903333,1.200483,1.051594,0.451532,0.600062,12
100000,2.000000,1.200000,0.600000,SRTF,1,1000000,2000592.250000,2000597.375000,722771.750000,1200482.875000,1923254.500000,2.000592,1.923254,0.722772,1.200483,0.961340,0.361278,0.600062,10
100000,2.000000,1.200000,0.600000,PS,0,1000000,2000592.250000,2000597.375000,1791444.250000,1200482.875000,2991927.000000,2.000592,2.991927,1.791444,1.200483,1.495517,0.895455,0.600062,20
100000,2.000000,1.200000,0.600000,PS,1,1000000,2000592.250000,2000597.375000,1788198.250000,1200482.875000,2988681.000000,2.000592,2.988681,1.788198,1.200483,1.493894,0.893832,0.600062,24
1000000,2.000000,1.200000,0.600000,FCFS,0,1000000,1999762.250000,1999764.750000,1814349.625000,1199712.750000,3014062.250000,1.999762,3.014062,1.814350,1.199713,1.507208,0.907282,0.599927,23
1000000,2.000000,1.200000,0.600000,FCFS,1,1000000,1999762.250000,1999764.750000,1814318.125000,1199712.750000,3014030.750000,1.999762,3.014031,1.814318,1.199713,1.507193,0.907266,0.599927,26
1000000,2.000000,1.200000,0.600000,LCFS,0,1000000,1999762.250000,1999764.750000,1815198.250000,1199712.750000,3014911.000000,1.999762,3.014911,1.815198,1.199713,1.507633,0.907706,0.599927,23
1000000,2.000000,1.200000,0.600000,LCFS,1,1000000,1999762.250000,1999764.750000,1811470.750000,1199712.750000,3011183.500000,1.999762,3.011184,1.811471,1.199713,1.505769,0.905842,0.599927,26
1000000,2.000000,1.200000,0.600000,SJF,0,1000000,1999762.250000,1999764.750000,1474475.500000,1199712.750000,2674188.250000,1.999762,2.674188,1.474476,1.199713,1.337251,0.737324,0.599927,23
1000000,2.000000,1.200000,0.600000,SJF,1,1000000,1999762.250000,1999764.750000,909604.875000,1199712.750000,2109317.750000,1.999762,2.109318,0.909605,1.199713,1.054783,0.454856,0.599927,12
1000000,2.000000,1.200000,0.600000,SRTF,1,1000000,1999762.250000,1999764.750000,730474.312500,1199712.750000,1930187.125000,1.999762,1.930187,0.730474,1.199713,0.965207,0.365280,0.599927,11
1000000,2.000000,1.200000,0.600000,PS,0,1000000,1999762.250000,1999764.750000,1814258.000000,1199712.750000,3013971.000000,1.999762,3.013971,1.814258,1.199713,1.507163,0.907236,0.599927,23
1000000,2.000000,1.200000,0.600000,PS,1,1000000,1999762.250000,1999764.750000,1810309.875000,1199712.750000,3010022.750000,1.999762,3.010023,1.810310,1.199713,1.505188,0.905261,0.599927,24
1,2.000000,1.400000,0.700000,FCFS,0,1000000,1996801.375000,1996812.750000,3258496.750000,1399384.250000,4657881.000000,1.996801,4.657881,3.258497,1.399384,2.332658,1.631849,0.700809,27
1,2.000000,1.400000,0.700000,FCFS,1,1000000,1996801.375000,1996812.750000,3258484.750000,1399384.250000,4657869.500000,1.996801,4.657869,3.258485,1.399384,2.332652,1.631843,0.700809,31
1,2.000000,1.400000,0.700000,LCFS,0,1000000,1996801.375000,1996812.750000,3256881.750000,1399384.250000,4656265.500000,1.996801,4.656266,3.256882,1.399384,2.331849,1.631040,0.700809,27
1,2.000000,1.400000,0.700000,LCFS,1,1000000,1996801.375000,1996812.750000,3264399.750000,1399384.250000,4663784.000000,1.996801,4.663784,3.264400,1.399384,2.335614,1.634805,0.700809,34
1,2.000000,1.400000,0.700000,SJF,0,1000000,1996801.375000,1996812.750000,2586315.500000,1399384.250000,3985699.750000,1.996801,3.985700,2.586315,1.399384,1.996031,1.295222,0.700809,27
1,2.000000,1.400000,0.700000,SJF,1,1000000,1996801.375000,1996812.750000,1513079.625000,1399384.250000,2912463.750000,1.996801,2.912464,1.513080,1.399384,1.458556,0.757747,0.700809,15
1,2.000000,1.400000,0.700000,SRTF,1,1000000,1996801.375000,1996812.750000,1221597.125000,1399384.250000,2620981.500000,1.996801,2.620981,1.221597,1.399384,1.312582,0.611773,0.700809,14
1,2.000000,1.400000,0.700000,PS,0,1000000,1996801.375000,1996812.750000,3256202.250000,1399384.250000,4655587.000000,1.996801,4.655587,3.256202,1.399384,2.331509,1.630700,0.700809,27
1,2.000000,1.400000,0.700000,PS,1,1000000,1996801.375000,1996812.750000,3254562.000000,1399384.250000,4653946.500000,1.996801,4.653946,3.254562,1.399384,2.330688,1.629878,0.700809,37
10,2.000000,1.400000,0.700000,FCFS,0,1000000,2000275.625000,2000276.750000,3226466.500000,1397378.375000,4623845.500000,2.000276,4.623846,3.226466,1.397378,2.311603,1.613010,0.698593,25
10,2.000000,1.400000,0.700000,FCFS,1,1000000,2000275.625000,2000276.750000,3226495.750000,1397378.375000,4623874.000000,2.000276,4.623874,3.226496,1.397378,2.311617,1.613025,0.698593,31
10,2.000000,1.400000,0.700000,LCFS,0,1000000,2000275.625000,2000276.750000,3226756.000000,1397378.375000,4624134.500000,2.000276,4.624135,3.226756,1.397378,2.311747,1.613155,0.698593,25
10,2.000000,1.400000,0.700000,LCFS,1,1000000,2000275.625000,2000276.750000,3225481.000000,1397378.375000,4622859.500000,2.000276,4.622859,3.225481,1.397378,2.311110,1.612517,0.698593,34
10,2.000000,1.400000,0.700000,SJF,0,1000000,2000275.625000,2000276.750000,2564632.500000,1397378.375000,3962011.250000,2.000276,3.962011,2.564632,1.397378,1.980731,1.282139,0.698593,25
10,2.000000,1.400000,0.700000,SJF,1,1000000,2000275.625000,2000276.750000,1501188.000000,1397378.375000,2898566.500000,2.000276,2.898566,1.501188,1.397378,1.449083,0.750490,0.698593,16
10,2.000000,1.400000,0.700000,SRTF,1,1000000,2000275.625000,2000276.750000,1211239.625000,1397378.375000,2608618.250000,2.000276,2.608618,1.211240,1.397378,1.304129,0.605536,0.698593,14
10,2.000000,1.400000,0.700000,PS,0,1000000,2000275.625000,2000276.750000,3226469.750000,1397378.375000,4623848.000000,2.000276,4.623848,3.226470,1.397378,2.311604,1.613012,0.698593,25
10,2.000000,1.400000,0.700000,PS,1,1000000,2000275.625000,2000276.750000,3217390.500000,1397378.375000,4614769.000000,2.000276,4.614769,3.217391,1.397378,2.307065,1.608473,0.698593,29
100,2.000000,1.400000,0.700000,FCFS,0,1000000,2001055.625000,2001057.000000,3278577.750000,1401048.375000,4679625.500000,2.001056,4.679626,3.278578,1.401048,2.338577,1.638423,0.700154,32
100,2.000000,1.400000,0.700000,FCFS,1,1000000,2001055.625000,2001057.000000,3278770.750000,1401048.375000,4679819.500000,2.001056,4.679820,3.278771,1.401048,2.338674,1.638519,0.700154,37
100,2.000000,1.400000,0.700000,LCFS,0,1000000,2001055.625000,2001057.000000,3279000.750000,1401048.375000,4680049.000000,2.001056,4.680049,3.279001,1.401048,2.338789,1.638634,0.700154,32
100,2.000000,1.400000,0.700000,LCFS,1,1000000,2001055.625000,2001057.000000,3274103.000000,1401048.375000,4675151.500000,2.001056,4.675151,3.274103,1.401048,2.336341,1.636187,0.700154,37
100,2.000000,1.400000,0.700000,SJF,0,1000000,2001055.625000,2001057.000000,2603092.500000,1401048.375000,4004140.750000,2.001056,4.004141,2.603092,1.401048,2.001013,1.300859,0.700154,32
100,2.000000,1.400000,0.700000,SJF,1,1000000,2001055.625000,2001057.000000,1516231.375000,1401048.375000,2917279.750000,2.001056,2.917280,1.516231,1.401048,1.457869,0.757715,0.700154,19
100,2.000000,1.400000,0.700000,SRTF,1,1000000,2001055.625000,2001057.000000,1225717.875000,1401048.375000,2626766.250000,2.001056,2.626766,1.225718,1.401048,1.312689,0.612535,0.700154,15
100,2.000000,1.400000,0.700000,PS,0,1000000,2001055.625000,2001057.000000,3277140.500000,1401048.375000,4678189.000000,2.001056,4.678189,3.277141,1.401048,2.337859,1.637705,0.700154,32
100,2.000000,1.400000,0.700000,PS,1,1000000,2001055.625000,2001057.000000,3272655.000000,1401048.375000,4673703.500000,2.001056,4.673704,3.272655,1.401048,2.335617,1.635463,0.700154,43
1000,2.000000,1.400000,0.700000,FCFS,0,1000000,2001842.250000,2001842.875000,3257379.500000,1401596.625000,4658976.500000,2.001842,4.658977,3.257380,1.401597,2.327344,1.627190,0.700153,25
1000,2.000000,1.400000,0.700000,FCFS,1,1000000,2001842.250000,2001842.875000,3257307.000000,1401596.625000,4658903.500000,2.001842,4.658904,3.257307,1.401597,2.327307,1.627154,0.700153,31
1000,2.000000,1.400000,0.700000,LCFS,0,1000000,2001842.250000,2001842.875000,3263399.500000,1401596.625000,4664996.000000,2.001842,4.664996,3.263400,1.401597,2.330351,1.630198,0.700153,25
1000,2.000000,1.400000,0.700000,LCFS,1,1000000,2001842.250000,2001842.875000,3260239.500000,1401596.625000,4661836.500000,2.001842,4.661837,3.260240,1.401597,2.328773,1.628619,0.700153,37
1000,2.000000,1.400000,0.700000,SJF,0,1000000,2001842.250000,2001842.875000,2589258.250000,1401596.625000,3990855.000000,2.001842,3.990855,2.589258,1.401597,1.993590,1.293437,0.700153,25
1000,2.000000,1.400000,0.700000,SJF,1,1000000,2001842.250000,2001842.875000,1512672.875000,1401596.625000,2914269.500000,2.001842,2.914269,1.512673,1.401597,1.455793,0.755640,0.700153,14
1000,2.000000,1.400000,0.700000,SRTF,1,1000000,2001842.250000,2001842.875000,1220929.125000,1401596.625000,2622525.750000,2.001842,2.622526,1.220929,1.401597,1.310056,0.609903,0.700153,12
1000,2.000000,1.400000,0.700000,PS,0,1000000,2001842.250000,2001842.875000,3262682.500000,1401596.625000,4664279.000000,2.001842,4.664279,3.262682,1.401597,2.329993,1.629839,0.700153,25
1000,2.000000,1.400000,0.700000,PS,1,1000000,2001842.250000,2001842.875000,3250598.500000,1401596.625000,4652195.000000,2.001842,4.652195,3.250598,1.401597,2.323956,1.623803,0.700153,30
10000,2.000000,1.400000,0.700000,FCFS,0,1000000,2003977.125000,2003983.250000,3253455.250000,1400707.375000,4654163.000000,2.003977,4.654163,3.253455,1.400707,2.322456,1.623494,0.698962,30
10000,2.000000,1.400000,0.700000,FCFS,1,1000000,2003977.125000,2003983.250000,3253516.500000,1400707.375000,4654224.000000,2.003977,4.654224,3.253516,1.400707,2.322486,1.623525,0.698962,33
10000,2.000000,1.400000,0.700000,LCFS,0,1000000,2003977.125000,2003983.250000,3248556.750000,1400707.375000,4649264.000000,2.003977,4.649264,3.248557,1.400707,2.320011,1.621050,0.698962,30
10000,2.000000,1.400000,0.700000,LCFS,1,1000000,2003977.125000,2003983.250000,3250498.500000,1400707.375000,4651206.000000,2.003977,4.651206,3.250499,1.400707,2.320981,1.622019,0.698962,36
10000,2.000000,1.400000,0.700000,SJF,0,1000000,2003977.125000,2003983.250000,2581702.500000,1400707.375000,3982409.750000,2.003977,3.982410,2.581702,1.400707,1.987247,1.288285,0.698962,30
10000,2.000000,1.400000,0.700000,SJF,1,1000000,2003977.125000,2003983.250000,1510698.875000,1400707.375000,2911406.250000,2.003977,2.911406,1.510699,1.400707,1.452810,0.753848,0.698962,14
10000,2.000000,1.400000,0.700000,SRTF,1,1000000,2003977.125000,2003983.250000,1219565.625000,1400707.375000,2620273.000000,2.003977,2.620273,1.219566,1.400707,1.307532,0.608571,0.698962,13
10000,2.000000,1.400000,0.700000,PS,0,1000000,2003977.125000,2003983.250000,3250881.750000,1400707.375000,4651589.000000,2.003977,4.651589,3.250882,1.400707,2.321172,1.622210,0.698962,30
10000,2.000000,1.400000,0.700000,PS,1,1000000,2003977.125000,2003983.250000,3247191.500000,1400707.375000,4647898.500000,2.003977,4.647899,3.247191,1.400707,2.319330,1.620369,0.698962,35
100000,2.000000,1.400000,0.700000,FCFS,0,1000000,2000592.250000,2000598.375000,3255062.500000,1400647.125000,4655709.500000,2.000592,4.655709,3.255063,1.400647,2.327158,1.627044,0.700114,27
100000,2.000000,1.400000,0.700000,FCFS,1,1000000,2000592.250000,2000598.375000,3254727.500000,1400647.125000,4655375.000000,2.000592,4.655375,3.254728,1.400647,2.326991,1.626877,0.700114,32
100000,2.000000,1.400000,0.700000,LCFS,0,1000000,2000592.250000,2000598.375000,3249369.500000,1400647.125000,4650017.000000,2.000592,4.650017,3.249369,1.400647,2.324313,1.624199,0.700114,27
100000,2.000000,1.400000,0.700000,LCFS,1,1000000,2000592.250000,2000598.375000,3264245.750000,1400647.125000,4664893.000000,2.000592,4.664893,3.264246,1.400647,2.331749,1.631635,0.700114,32
100000,2.000000,1.400000,0.700000,SJF,0,1000000,2000592.250000,2000598.375000,2584831.750000,1400647.125000,3985479.000000,2.000592,3.985479,2.584832,1.400647,1.992144,1.292029,0.700114,27
100000,2.000000,1.400000,0.700000,SJF,1,1000000,2000592.250000,2000598.375000,1513764.875000,1400647.125000,2914412.000000,2.000592,2.914412,1.513765,1.400647,1.456770,0.756656,0.700114,15
100000,2.000000,1.400000,0.700000,SRTF,1,1000000,2000592.250000,2000598.375000,1221382.500000,1400647.125000,2622029.750000,2.000592,2.622030,1.221382,1.400647,1.310623,0.610509,0.700114,12
100000,2.000000,1.400000,0.700000,PS,0,1000000,2000592.250000,2000598.375000,3253704.750000,1400647.125000,4654352.000000,2.000592,4.654352,3.253705,1.400647,2.326480,1.626366,0.700114,27
100000,2.000000,1.400000,0.700000,PS,1,1000000,2000592.250000,2000598.375000,3253047.250000,1400647.125000,4653694.500000,2.000592,4.653695,3.253047,1.400647,2.326151,1.626037,0.700114,35
1000000,2.000000,1.400000,0.700000,FCFS,0,1000000,1999762.250000,1999765.500000,3290189.500000,1399747.875000,4689937.500000,1.999762,4.689938,3.290190,1.399748,2.345244,1.645288,0.699956,30
1000000,2.000000,1.400000,0.700000,FCFS,1,1000000,1999762.250000,1999765.500000,3290290.500000,1399747.875000,4690038.500000,1.999762,4.690039,3.290291,1.399748,2.345294,1.645338,0.699956,31
1000000,2.000000,1.400000,0.700000,LCFS,0,1000000,1999762.250000,1999765.500000,3292428.500000,1399747.875000,4692176.500000,1.999762,4.692176,3.292428,1.399748,2.346363,1.646407,0.699956,30
1000000,2.000000,1.400000,0.700000,LCFS,1,1000000,1999762.250000,1999765.500000,3286913.750000,1399747.875000,4686661.500000,1.999762,4.686662,3.286914,1.399748,2.343606,1.643650,0.699956,36
1000000,2.000000,1.400000,0.700000,SJF,0,1000000,1999762.250000,1999765.500000,2613997.250000,1399747.875000,4013745.250000,1.999762,4.013745,2.613997,1.399748,2.007108,1.307152,0.699956,30
1000000,2.000000,1.400000,0.700000,SJF,1,1000000,1999762.250000,1999765.500000,1525807.500000,1399747.875000,2925555.250000,1.999762,2.925555,1.525807,1.399748,1.462949,0.762993,0.699956,16
1000000,2.000000,1.400000,0.700000,SRTF,1,1000000,1999762.250000,1999765.500000,1232268.125000,1399747.875000,2632015.750000,1.999762,2.632016,1.232268,1.399748,1.316162,0.616206,0.699956,13
1000000,2.000000,1.400000,0.700000,PS,0,1000000,1999762.250000,1999765.500000,3289157.000000,1399747.875000,4688904.500000,1.999762,4.688904,3.289157,1.399748,2.344727,1.644771,0.699956,30
1000000,2.000000,1.400000,0.700000,PS,1,1000000,1999762.250000,1999765.500000,3289096.250000,1399747.875000,4688844.000000,1.999762,4.688844,3.289096,1.399748,2.344697,1.644741,0.699956,34
1,2.000000,1.600000,0.800000,FCFS,0,1000000,1996801.375000,1996817.250000,6374702.500000,1599367.875000,7974071.000000,1.996801,7.974071,6.374702,1.599368,3.993391,3.192432,0.800959,43
1,2.000000,1.600000,0.800000,FCFS,1,1000000,1996801.375000,1996817.250000,6375041.000000,1599367.875000,7974409.000000,1.996801,7.974409,6.375041,1.599368,3.993560,3.192601,0.800959,48
1,2.000000,1.600000,0.800000,LCFS,0,1000000,1996801.375000,1996817.250000,6368834.000000,1599367.875000,7968201.500000,1.996801,7.968202,6.368834,1.599368,3.990451,3.189493,0.800959,43
1,2.000000,1.600000,0.800000,LCFS,1,1000000,1996801.375000,1996817.250000,6370349.500000,1599367.875000,7969718.000000,1.996801,7.969718,6.370349,1.599368,3.991210,3.190252,0.800959,50
1,2.000000,1.600000,0.800000,SJF,0,1000000,1996801.375000,1996817.250000,4956318.000000,1599367.875000,6555686.500000,1.996801,6.555686,4.956318,1.599368,3.283068,2.482109,0.800959,43
1,2.000000,1.600000,0.800000,SJF,1,1000000,1996801.375000,1996817.250000,2643107.500000,1599367.875000,4242475.500000,1.996801,4.242476,2.643107,1.599368,2.124619,1.323660,0.800959,20
1,2.000000,1.600000,0.800000,SRTF,1,1000000,1996801.375000,1996817.250000,2157224.750000,1599367.875000,3756592.750000,1.996801,3.756593,2.157225,1.599368,1.881290,1.080332,0.800959,19
1,2.000000,1.600000,0.800000,PS,0,1000000,1996801.375000,1996817.250000,6372023.500000,1599367.875000,7971391.000000,1.996801,7.971391,6.372024,1.599368,3.992048,3.191090,0.800959,43
1,2.000000,1.600000,0.800000,PS,1,1000000,1996801.375000,1996817.250000,6375129.000000,1599367.875000,7974497.500000,1.996801,7.974497,6.375129,1.599368,3.993604,3.192645,0.800959,52
10,2.000000,1.600000,0.800000,FCFS,0,1000000,2000275.625000,2000277.750000,6263755.000000,1597075.250000,7860829.500000,2.000276,7.860829,6.263755,1.597075,3.929869,3.131443,0.798427,45
10,2.000000,1.600000,0.800000,FCFS,1,1000000,2000275.625000,2000277.750000,6263126.500000,1597075.250000,7860201.500000,2.000276,7.860201,6.263126,1.597075,3.929555,3.131128,0.798427,47
10,2.000000,1.600000,0.800000,LCFS,0,1000000,2000275.625000,2000277.750000,6257128.000000,1597075.250000,7854203.500000,2.000276,7.854204,6.257128,1.597075,3.926556,3.128129,0.798427,45
10,2.000000,1.600000,0.800000,LCFS,1,1000000,2000275.625000,2000277.750000,6262216.500000,1597075.250000,7859291.500000,2.000276,7.859292,6.262217,1.597075,3.929100,3.130673,0.798427,45
10,2.000000,1.600000,0.800000,SJF,0,1000000,2000275.625000,2000277.750000,4874241.500000,1597075.250000,6471317.000000,2.000276,6.471317,4.874241,1.597075,3.235209,2.436782,0.798427,45
10,2.000000,1.600000,0.800000,SJF,1,1000000,2000275.625000,2000277.750000,2607407.500000,1597075.250000,4204483.000000,2.000276,4.204483,2.607408,1.597075,2.101950,1.303523,0.798427,19
10,2.000000,1.600000,0.800000,SRTF,1,1000000,2000275.625000,2000277.750000,2126881.500000,1597075.250000,3723956.500000,2.000276,3.723957,2.126882,1.597075,1.861720,1.063293,0.798427,16
10,2.000000,1.600000,0.800000,PS,0,1000000,2000275.625000,2000277.750000,6259057.000000,1597075.250000,7856132.500000,2.000276,7.856133,6.259057,1.597075,3.927521,3.129094,0.798427,45
10,2.000000,1.600000,0.800000,PS,1,1000000,2000275.625000,2000277.750000,6248442.500000,1597075.250000,7845517.500000,2.000276,7.845518,6.248443,1.597075,3.922214,3.123787,0.798427,42
100,2.000000,1.600000,0.800000,FCFS,0,1000000,2001055.625000,2001057.125000,6421834.000000,1601269.500000,8023104.000000,2.001056,8.023104,6.421834,1.601269,4.009433,3.209221,0.800212,49
100,2.000000,1.600000,0.800000,FCFS,1,1000000,2001055.625000,2001057.125000,6421787.000000,1601269.500000,8023057.000000,2.001056,8.023057,6.421787,1.601269,4.009409,3.209197,0.800212,51
100,2.000000,1.600000,0.800000,LCFS,0,1000000,2001055.625000,2001057.125000,6421408.500000,1601269.500000,8022677.500000,2.001056,8.022677,6.421409,1.601269,4.009220,3.209008,0.800212,49
100,2.000000,1.600000,0.800000,LCFS,1,1000000,2001055.625000,2001057.125000,6417836.500000,1601269.500000,8019106.000000,2.001056,8.019106,6.417837,1.601269,4.007435,3.207223,0.800212,54
100,2.000000,1.600000,0.800000,SJF,0,1000000,2001055.625000,2001057.125000,4991985.500000,1601269.500000,6593255.500000,2.001056,6.593256,4.991985,1.601269,3.294886,2.494674,0.800212,49
100,2.000000,1.600000,0.800000,SJF,1,1000000,2001055.625000,2001057.125000,2654155.750000,1601269.500000,4255425.500000,2.001056,4.255425,2.654156,1.601269,2.126589,1.326377,0.800212,23
100,2.000000,1.600000,0.800000,SRTF,1,1000000,2001055.625000,2001057.125000,2163674.500000,1601269.500000,3764944.250000,2.001056,3.764944,2.163675,1.601269,1.881478,1.081266,0.800212,20
100,2.000000,1.600000,0.800000,PS,0,1000000,2001055.625000,2001057.125000,6415799.500000,1601269.500000,8017069.000000,2.001056,8.017069,6.415800,1.601269,4.006417,3.206205,0.800212,49
100,2.000000,1.600000,0.800000,PS,1,1000000,2001055.625000,2001057.125000,6425070.500000,1601269.500000,8026340.500000,2.001056,8.026340,6.425070,1.601269,4.011050,3.210838,0.800212,59
1000,2.000000,1.600000,0.800000,FCFS,0,1000000,2001842.250000,2001842.875000,6422365.500000,1601896.500000,8024262.000000,2.001842,8.024262,6.422366,1.601897,4.008438,3.208227,0.800211,51
1000,2.000000,1.600000,0.800000,FCFS,1,1000000,2001842.250000,2001842.875000,6422610.000000,1601896.500000,8024506.500000,2.001842,8.024507,6.422610,1.601897,4.008560,3.208349,0.800211,57
1000,2.000000,1.600000,0.800000,LCFS,0,1000000,2001842.250000,2001842.875000,6422544.000000,1601896.500000,8024440.000000,2.001842,8.024440,6.422544,1.601897,4.008526,3.208316,0.800211,51
1000,2.000000,1.600000,0.800000,LCFS,1,1000000,2001842.250000,2001842.875000,6433133.500000,1601896.500000,8035030.000000,2.001842,8.035030,6.433134,1.601897,4.013816,3.213606,0.800211,55
1000,2.000000,1.600000,0.800000,SJF,0,1000000,2001842.250000,2001842.875000,4993838.500000,1601896.500000,6595735.000000,2.001842,6.595735,4.993838,1.601897,3.294832,2.494621,0.800211,51
1000,2.000000,1.600000,0.800000,SJF,1,1000000,2001842.250000,2001842.875000,2662443.500000,1601896.500000,4264340.000000,2.001842,4.264340,2.662443,1.601897,2.130207,1.329996,0.800211,21
1000,2.000000,1.600000,0.800000,SRTF,1,1000000,2001842.250000,2001842.875000,2167299.750000,1601896.500000,3769196.250000,2.001842,3.769196,2.167300,1.601897,1.882863,1.082652,0.800211,18
1000,2.000000,1.600000,0.800000,PS,0,1000000,2001842.250000,2001842.875000,6422696.000000,1601896.500000,8024592.500000,2.001842,8.024592,6.422696,1.601897,4.008603,3.208392,0.800211,51
1000,2.000000,1.600000,0.800000,PS,1,1000000,2001842.250000,2001842.875000,6409810.500000,1601896.500000,8011707.000000,2.001842,8.011707,6.409811,1.601897,4.002166,3.201955,0.800211,47
